Unnamed: 0,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
3440,BW94308,Washington,20096.89337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Personal Auto,Personal L2,Offer2,Agent,379.029102,Two-Door Car,Large,
3445,LS59637,Arizona,2719.506996,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,345.6,Two-Door Car,Large,
3488,SZ56338,Oregon,5597.12496,Yes,Extended,High School or Below,1/27/11,Employed,F,37995,Suburban,Married,139,16.0,50,0.0,1,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Medsize,A
3491,PI47776,Oregon,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,61.769564,Four-Door Car,Medsize,
3494,UP80657,Washington,2674.730716,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69,12.0,89,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,331.2,Four-Door Car,Small,A
3501,KV56995,Nevada,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8.0,50,0.0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large,
3503,PG67485,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9.0,8,0.0,3,Personal Auto,Personal L2,Offer2,Web,571.2,Sports Car,Medsize,A
3516,HX90683,California,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26.0,81,0.0,1,Personal Auto,Personal L2,Offer2,Agent,208.598246,Four-Door Car,Medsize,
3520,LQ28707,Oregon,22658.53652,Yes,Basic,Bachelor,1/25/11,Retired,M,23665,Suburban,Married,67,19.0,50,0.0,2,Personal Auto,Personal L3,Offer1,Branch,404.817249,Four-Door Car,Medsize,
3532,PO90615,Arizona,2491.257604,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,25965,Suburban,Divorced,65,23.0,27,0.0,1,Personal Auto,Personal L2,Offer1,Agent,329.206567,Four-Door Car,Medsize,A
3558,ST96866,Washington,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1.0,83,4.0,1,Special Auto,Special L3,Offer1,Agent,960.115399,SUV,Large,A
3561,AU77281,Oregon,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26.0,81,0.0,1,Personal Auto,Personal L2,Offer2,Agent,208.598246,Four-Door Car,Medsize,
3563,KY55245,California,5169.49937,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22.0,13,0.0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,A
3564,QO77034,California,3567.503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Agent,660.430456,SUV,Medsize,
3576,PQ72803,Washington,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10.0,63,0.0,1,Personal Auto,Personal L3,Offer2,Agent,486.278557,,,
3582,ZF73834,California,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2.0,68,0.0,1,Personal Auto,Personal L3,Offer2,Agent,201.455005,Four-Door Car,Medsize,A
3583,XW98867,Oregon,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,542.4,SUV,Medsize,
3596,LN26837,California,2592.437797,Yes,Basic,High School or Below,1/2/11,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small,A
3613,JP12645,Arizona,12036.62051,Yes,Basic,Bachelor,2/10/11,Employed,M,44428,Suburban,Single,104,17.0,61,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,499.2,SUV,Medsize,A
3635,SJ95423,Arizona,8819.018934,Yes,Basic,High School or Below,1/10/11,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,8,Corporate Auto,Corporate L3,Offer2,Branch,528.0,SUV,Medsize,A
3636,BO87401,Nevada,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14.0,64,0.0,4,Personal Auto,Personal L1,Offer1,Agent,566.4,SUV,Medsize,
3638,TZ19823,California,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Medsize,A
3646,AY19539,California,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,A
3656,FR15853,Nevada,6366.225775,Yes,Extended,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5.0,72,0.0,3,Corporate Auto,Corporate L2,Offer2,Call Center,384.0,Two-Door Car,Large,
3660,JA93297,California,22658.53652,Yes,Basic,Bachelor,1/25/11,Retired,M,23665,Suburban,Married,67,19.0,50,0.0,2,Personal Auto,Personal L2,Offer1,Branch,404.817249,Four-Door Car,Medsize,A
3668,UA94723,Oregon,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize,
3709,PT34656,California,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0.0,13,0.0,9,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Medsize,
3720,OG17756,Arizona,4904.894731,Yes,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3.0,51,0.0,1,Personal Auto,Personal L2,Offer1,Agent,667.2,Sports Car,Medsize,
3721,TG67664,California,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4.0,4,3.0,1,Personal Auto,Personal L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,A
3724,CQ72935,Arizona,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5.0,68,3.0,9,Personal Auto,Personal L3,Offer2,Branch,467.803638,Two-Door Car,Medsize,A
3726,FY32213,California,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,
3734,KG23128,Oregon,6057.07208,Yes,Extended,Bachelor,2/14/11,Retired,M,27681,Suburban,Married,83,13.0,62,0.0,9,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize,
3742,XZ87318,Oregon,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0.0,13,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,321.6,Four-Door Car,Medsize,A
3745,VI14730,Oregon,8382.630118,Yes,Basic,High School or Below,2/4/11,Retired,M,19683,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L2,Offer1,Web,561.6,Sports Car,Medsize,A
3764,TD90177,Oregon,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Agent,300.056383,Four-Door Car,Medsize,
3811,YQ53901,Washington,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Personal Auto,Personal L3,Offer1,Agent,456.702735,Two-Door Car,Medsize,A
3813,ZG82127,California,12741.84754,Yes,Basic,Bachelor,1/7/11,Employed,F,73054,Urban,Married,106,34.0,36,1.0,2,Corporate Auto,Corporate L3,Offer1,Branch,419.365958,SUV,Medsize,
3826,BV36386,California,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,A
3837,EI71732,Oregon,6265.343299,Yes,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18.0,25,1.0,4,Personal Auto,Personal L1,Offer1,Agent,481.025786,Four-Door Car,Medsize,A
3842,KM63956,California,13024.13012,Yes,Extended,Master,1/31/11,Unemployed,M,0,Suburban,Single,125,6.0,61,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,900.0,SUV,Small,
3843,TW91179,Oregon,3861.486269,Yes,Extended,College,1/6/11,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,281.110788,Four-Door Car,Medsize,A
3845,RA91280,Arizona,3436.134281,Yes,Extended,Doctor,2/18/11,Employed,M,30817,Rural,Divorced,88,25.0,43,0.0,1,Personal Auto,Personal L1,Offer2,Branch,91.834668,Four-Door Car,Medsize,
3895,QZ24527,California,33473.34946,Yes,Basic,Bachelor,1/11/11,Employed,F,33190,Suburban,Divorced,106,18.0,95,0.0,2,Personal Auto,Personal L2,Offer1,Web,508.8,SUV,Medsize,A
3908,DB79694,Arizona,5979.724161,Yes,Extended,High School or Below,2/7/11,Employed,F,57693,Suburban,Divorced,76,16.0,56,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,547.2,Four-Door Car,Medsize,A
3911,EM78211,Oregon,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4.0,4,3.0,1,Special Auto,Special L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,
3918,UQ67668,Nevada,5639.941974,Yes,Basic,High School or Below,1/10/11,Employed,M,73168,Suburban,Married,70,21.0,50,0.0,3,Personal Auto,Personal L3,Offer2,Agent,425.800112,Four-Door Car,Medsize,A
3928,PX86841,Arizona,6521.368813,Yes,Extended,College,1/9/11,Employed,F,72608,Suburban,Married,82,26.0,19,3.0,8,Special Auto,Special L2,Offer2,Agent,393.6,Four-Door Car,Medsize,
3930,XD81935,Oregon,5107.163002,Yes,Basic,Bachelor,1/26/11,Employed,F,35625,Urban,Married,65,10.0,56,1.0,3,Personal Auto,Personal L3,Offer2,Agent,288.572108,Four-Door Car,Medsize,
3934,ZW93288,California,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19.0,59,0.0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize,
3939,KZ11847,California,5096.673223,Yes,Basic,Master,1/28/11,Disabled,F,22886,Suburban,Divorced,65,9.0,81,0.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Small,A
3940,XR52852,Oregon,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Special Auto,Special L2,Offer1,Branch,316.8,Four-Door Car,Small,
3942,DY34638,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small,
3947,QW40898,Arizona,2722.210707,Yes,Basic,College,2/2/11,Medical Leave,F,17576,Suburban,Married,71,29.0,70,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,398.502948,Four-Door Car,Medsize,A
3950,VW70435,Oregon,4929.549699,Yes,Basic,Bachelor,1/26/11,Employed,M,25632,Suburban,Married,63,27.0,52,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,351.270869,Two-Door Car,Medsize,
3958,KC26486,Arizona,8427.172486,Yes,Extended,Bachelor,2/10/11,Employed,F,46503,Suburban,Divorced,215,4.0,21,1.0,1,Personal Auto,Personal L2,Offer1,Agent,1032.0,Luxury SUV,Medsize,A
3983,IC94434,California,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Corporate Auto,Corporate L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize,A
4009,UN97379,Oregon,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13.0,24,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,A
4012,SK32629,California,4904.894731,Yes,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3.0,51,0.0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,Medsize,A
4020,RN82884,Arizona,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,,,A
4026,XL58577,California,12168.74492,Yes,Basic,Bachelor,2/5/11,Retired,M,14973,Suburban,Divorced,115,2.0,75,0.0,2,Personal Auto,Personal L2,Offer1,Branch,828.0,SUV,Medsize,A
4028,ST27958,Washington,4386.277558,Yes,Basic,College,2/11/11,Retired,M,10621,Suburban,Single,67,28.0,22,0.0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,A
4038,XC15133,Nevada,2574.020376,Yes,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,
4043,NE16405,California,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2.0,68,0.0,1,Personal Auto,Personal L2,Offer2,Agent,201.455005,Four-Door Car,Medsize,
4047,LC90366,Nevada,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11.0,54,0.0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,,,
4060,HX55735,Nevada,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,5,Personal Auto,Personal L3,Offer1,Web,350.4,Two-Door Car,Medsize,A
4065,KU13616,California,11315.20373,Yes,Premium,Bachelor,2/16/11,Disabled,F,11885,Suburban,Divorced,101,18.0,39,0.0,2,Personal Auto,Personal L2,Offer1,Agent,484.8,Four-Door Car,Medsize,
4078,LJ15849,Arizona,3554.845264,Yes,Extended,Master,1/10/11,Employed,F,58557,Rural,Married,88,4.0,83,0.0,1,Personal Auto,Personal L2,Offer1,Branch,55.510526,Four-Door Car,Large,A
4079,XS98744,Oregon,5096.673223,Yes,Basic,Master,1/28/11,Disabled,F,22886,Suburban,Divorced,65,9.0,81,0.0,3,Special Auto,Special L1,Offer1,Agent,312.0,Four-Door Car,Small,A
4096,YB96664,Washington,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5.0,68,3.0,9,Corporate Auto,Corporate L3,Offer2,Branch,467.803638,Two-Door Car,Medsize,
4100,XO92596,California,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,A
4108,EI10204,Oregon,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L2,Offer2,Call Center,480.0,SUV,Medsize,A
4111,UQ73252,Arizona,4636.54647,Yes,Basic,College,1/1/11,Retired,M,26802,Suburban,Married,66,7.0,43,1.0,5,Personal Auto,Personal L3,Offer2,Agent,316.8,Two-Door Car,Medsize,
4173,OU60143,Oregon,3939.00637,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12.0,28,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,882.871945,Four-Door Car,Small,
4179,UA73107,California,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13.0,24,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,A
4181,MB69535,Washington,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Corporate Auto,Corporate L1,Offer1,Agent,628.8,SUV,Medsize,
4187,PA16884,California,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14.0,79,0.0,1,Personal Auto,Personal L3,Offer1,Branch,494.4,Two-Door Car,Medsize,A
4190,YX35990,California,5479.555081,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31.0,30,1.0,3,Corporate Auto,Corporate L2,Offer1,Branch,326.4,Four-Door Car,Small,
4200,UG48681,Nevada,8044.872393,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29.0,39,0.0,2,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,Medsize,A
4206,SM10254,Oregon,4726.869327,Yes,Extended,Bachelor,1/10/11,Medical Leave,F,13037,Suburban,Married,124,28.0,49,0.0,1,Personal Auto,Personal L1,Offer2,Agent,839.348464,SUV,Small,
4214,FB80807,Oregon,5528.212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,,,
4233,LQ76410,Arizona,3230.576665,Yes,Extended,College,1/5/11,Employed,M,62873,Urban,Divorced,81,0.0,41,0.0,1,Special Auto,Special L1,Offer2,Call Center,207.75186,Four-Door Car,Medsize,A
4237,TX13297,California,2396.219292,Yes,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Married,66,6.0,71,2.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,433.160284,Four-Door Car,Large,A
4244,XC77244,Oregon,7285.030983,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61,6.0,48,0.0,2,Personal Auto,Personal L3,Offer2,Agent,386.031248,Four-Door Car,Small,A
4251,CD48033,Oregon,12731.95161,Yes,Basic,Doctor,1/14/11,Employed,M,40870,Suburban,Married,105,3.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Agent,504.0,SUV,Large,A
4272,GQ57207,California,2359.423599,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Personal Auto,Personal L2,Offer1,Web,352.394515,Four-Door Car,Medsize,
4273,GE45663,Arizona,5217.513287,Yes,Basic,Bachelor,2/17/11,Employed,F,39854,Urban,Divorced,66,6.0,4,0.0,7,Personal Auto,Personal L3,Offer2,Web,261.930545,Two-Door Car,Medsize,A
4276,PV55726,Oregon,4170.687348,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28.0,23,1.0,1,Personal Auto,Personal L2,Offer2,Branch,513.6,SUV,Large,A
4284,GA72966,Oregon,8427.172486,Yes,Extended,Bachelor,2/10/11,Employed,F,46503,Suburban,Divorced,215,4.0,21,1.0,1,Personal Auto,Personal L3,Offer1,Agent,1032.0,Luxury SUV,Medsize,
4291,KT97561,Arizona,8382.630118,Yes,Basic,High School or Below,2/4/11,Retired,M,19683,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L2,Offer1,Web,561.6,Sports Car,Medsize,A
4297,IA78643,Washington,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,
4308,VM85856,Oregon,2574.020376,Yes,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,A
4315,WM95454,California,2867.312197,Yes,Extended,Bachelor,1/3/11,Retired,F,23376,Suburban,Divorced,78,19.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize,A
4316,KI75855,Oregon,2551.226692,Yes,Basic,Master,1/19/11,Employed,M,79751,Suburban,Married,63,15.0,67,0.0,1,Personal Auto,Personal L3,Offer3,Web,392.235698,Two-Door Car,Small,A
4318,BD77090,Washington,8609.158215,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2.0,74,0.0,3,Personal Auto,Personal L1,Offer2,Branch,289.040734,SUV,Medsize,A
4335,EC13382,Oregon,11981.98481,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0.0,59,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,257.248789,Two-Door Car,Medsize,
4336,TG68823,Arizona,5318.89664,Yes,Basic,Bachelor,1/12/11,Employed,F,25134,Suburban,Married,67,3.0,0,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,A
4348,KN25556,Arizona,7200.664877,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16.0,77,0.0,2,Personal Auto,Personal L1,Offer2,Agent,316.8,Four-Door Car,Medsize,
4357,JG41490,Arizona,2396.219292,Yes,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Married,66,6.0,71,2.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,433.160284,Four-Door Car,Large,
4358,CG15505,California,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19.0,59,0.0,7,Personal Auto,Personal L3,Offer2,Agent,1294.700423,Luxury SUV,Medsize,
4364,YC67208,California,2227.072755,Yes,Basic,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,7.0,38,0.0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize,
4366,JA60749,Oregon,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Personal Auto,Personal L3,Offer2,Web,542.4,Four-Door Car,Large,
4377,DY69629,Oregon,3096.511217,Yes,Extended,College,2/12/11,Employed,F,21604,Suburban,Divorced,79,14.0,28,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,379.2,Four-Door Car,Medsize,
4386,QK24293,Oregon,6265.343299,Yes,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18.0,25,1.0,4,Corporate Auto,Corporate L1,Offer1,Agent,481.025786,Four-Door Car,Medsize,A
4387,YY71144,Oregon,8717.049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Personal Auto,Personal L1,Offer2,Agent,355.2,Four-Door Car,Large,
4414,JW24212,Oregon,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1.0,83,4.0,1,Personal Auto,Personal L3,Offer1,Agent,960.115399,SUV,Large,A
4416,YQ58965,California,2867.312197,Yes,Extended,Bachelor,1/3/11,Retired,F,23376,Suburban,Divorced,78,19.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize,
4440,QW47320,California,10179.71704,Yes,Premium,Bachelor,1/5/11,Retired,F,14290,Suburban,Married,271,20.0,40,0.0,1,Personal Auto,Personal L1,Offer1,Agent,1300.8,Luxury SUV,Medsize,
4463,DP77737,Oregon,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L1,Offer2,Call Center,480.0,,,
4470,ON67674,California,2771.045031,Yes,Basic,College,1/11/11,Employed,F,50071,Rural,Single,71,3.0,32,0.0,1,Personal Auto,Personal L2,Offer2,Agent,18.918935,Two-Door Car,Medsize,A
4471,OZ64384,Oregon,8609.158215,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2.0,74,0.0,3,Personal Auto,Personal L3,Offer2,Branch,289.040734,SUV,Medsize,
4475,WP58340,Arizona,10963.95723,Yes,Premium,High School or Below,2/8/11,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Personal Auto,Personal L2,Offer1,Agent,1324.8,Luxury SUV,Medsize,A
4504,AE90216,California,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5.0,68,3.0,9,Personal Auto,Personal L2,Offer2,Branch,467.803638,Two-Door Car,Medsize,
4506,FP17993,Arizona,5504.139033,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18.0,45,0.0,5,Personal Auto,Personal L2,Offer1,Call Center,350.4,Four-Door Car,Medsize,A
4516,GE58317,Arizona,4834.710493,Yes,Basic,College,1/31/11,Employed,F,38713,Suburban,Divorced,66,31.0,69,4.0,6,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,
4521,LT72149,Nevada,5619.689084,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25.0,5,0.0,1,Personal Auto,Personal L2,Offer2,Web,1027.000029,SUV,Medsize,A
4534,KR25511,Washington,6005.214792,Yes,Extended,High School or Below,1/12/11,Employed,M,26876,Suburban,Single,76,17.0,72,0.0,8,Corporate Auto,Corporate L2,Offer1,Agent,364.8,Four-Door Car,Medsize,A
4536,PC80039,Oregon,2359.423599,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Personal Auto,Personal L2,Offer1,Web,352.394515,Four-Door Car,Medsize,
4566,TC99043,California,13736.1325,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22.0,79,0.0,8,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medsize,A
4570,IJ26642,Nevada,5107.163002,Yes,Basic,Bachelor,1/26/11,Employed,F,35625,Urban,Married,65,10.0,56,1.0,3,Personal Auto,Personal L3,Offer2,Agent,288.572108,Four-Door Car,Medsize,A
